rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
solmi2022_cohort_t24m_paidthresh__jbi7_condition_measurement,solmi2022_cohort_t24m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,unclear,"The employment measure is applied uniformly from registers, which is reliable, but it is only partly specified: the paper states that the starting point was 'categorization by Statistics Sweden, where people were categorized as employed or not employed based on income' without giving that income rule, and then that 'people were assigned to the occupational activity generating income for more than 6 months yearly'. The classification therefore cannot be reproduced, and what it measures is a dominant main activity rather than any paid employment.","Methods, Other Measures, pp. 939-940",claude-opus-5,,
solmi2022_cohort_t24m_paidthresh__jbi8_statistical_analysis,solmi2022_cohort_t24m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,no,"The occupational-activity series is presented as a stacked figure of percentages with no counts, no denominators, no confidence intervals and no account of how censoring was handled. The paper's considerable statistical apparatus (stratified within-subject Cox models, PRE2DUP exposure modelling, nine sensitivity analyses) is directed entirely at the work-disability hazard ratios, not at these prevalences, which are reported only as context.","Figure 1, p. 942; Methods, pp. 939-940",claude-opus-5,,
solmi2022_cohort_t24m_paidthresh__jbi9_response_rate,solmi2022_cohort_t24m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"Register linkage removes non-response as such, and only education had missing data. But follow-up ends at 'death, emigration, DP, or the end of data linkage', and the number of people contributing to each yearly percentage is never reported, so the effective response rate at years 1 to 5 is unknown and the exclusion of prevalent disability pensioners is not managed or quantified anywhere.","Methods, Study Design and Statistical Analysis, p. 940; Table 1 footnote a, p. 941",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi1_sample_frame,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"A whole-country frame: every person in Sweden first diagnosed with nonaffective psychosis (ICD-10 F20-F29) aged 16-45 between 2006 and 2016, identified from the National Patient Register covering inpatient and specialized outpatient care. For a national first-episode psychosis population this is the strongest frame available.","Methods, p. 939",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi2_participant_sampling,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,yes,Total enumeration with no sampling step: all register-identified cases were included and linked by the personal identification number across four national registers.,"Methods, p. 939",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi3_sample_size,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,yes,"N = 21,551, far above any precision requirement for a prevalence.","Results, Sample Characteristics, p. 940; Table 1, p. 941",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi4_subjects_setting_described,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"Table 1 describes age and age band, sex, country of birth, specific first-diagnosis ICD-10 code, source of the first diagnosis, education level, prior antipsychotic use and baseline income from work; the Swedish sickness-absence and disability-pension systems are described in detail.","Table 1, p. 941; Methods, p. 939",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi5_coverage_of_sample,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,no,"Two coverage failures. First, 5,144 people already on disability pension at first diagnosis were excluded from the analysed cohort; disability pension is granted for permanently reduced work capacity, so the exclusion removes precisely those least likely to be employed and raises every employment percentage by an unknown amount. Second, the denominator behind the year-by-year percentages is never stated and cannot be the full 21,551 given accrual to 2016 against linkage ending 31 December 2016 and a median follow-up of 4.8 years.","Methods, Study Design and Statistical Analysis, p. 940; Figure 1 footnote, p. 942",claude-opus-5,,away_from_null_higher_employment
solmi2022_cohort_t60m_paidthresh__jbi6_condition_identification,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"ICD-10 F20-F29 recorded in the National Patient Register by specialist inpatient or outpatient services, with the exact code distribution printed in Table 1. Diagnoses are clinical rather than research-interview based, and F29 (unspecified nonorganic psychosis) accounts for 43.0%, but the identification method is valid and uniform.","Methods, p. 939; Table 1, p. 941",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi7_condition_measurement,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,unclear,"The employment measure is applied uniformly from registers, which is reliable, but it is only partly specified: the paper states that the starting point was 'categorization by Statistics Sweden, where people were categorized as employed or not employed based on income' without giving that income rule, and then that 'people were assigned to the occupational activity generating income for more than 6 months yearly'. The classification therefore cannot be reproduced, and what it measures is a dominant main activity rather than any paid employment.","Methods, Other Measures, pp. 939-940",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi8_statistical_analysis,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,no,"The occupational-activity series is presented as a stacked figure of percentages with no counts, no denominators, no confidence intervals and no account of how censoring was handled. The paper's considerable statistical apparatus (stratified within-subject Cox models, PRE2DUP exposure modelling, nine sensitivity analyses) is directed entirely at the work-disability hazard ratios, not at these prevalences, which are reported only as context.","Figure 1, p. 942; Methods, pp. 939-940",claude-opus-5,,
solmi2022_cohort_t60m_paidthresh__jbi9_response_rate,solmi2022_cohort_t60m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"Register linkage removes non-response as such, and only education had missing data. But follow-up ends at 'death, emigration, DP, or the end of data linkage', and the number of people contributing to each yearly percentage is never reported, so the effective response rate at years 1 to 5 is unknown and the exclusion of prevalent disability pensioners is not managed or quantified anywhere.","Methods, Study Design and Statistical Analysis, p. 940; Table 1 footnote a, p. 941",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi1_sample_frame,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"Seventeen clinics covering a catchment of about 1.5 million inhabitants, roughly one-sixth of Sweden's population, with the report noting that 'as no private care for early psychosis patients was available in Sweden, the patient cohort was believed to be rather complete regarding treated incidence of FEP'. The observed incidence of 24.5 per 100,000 person-years supports that.","Methods, 2.1, p. 375",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi2_participant_sampling,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,yes,"Consecutive total enumeration over a fixed 24-month accrual window (1 January 1996 to 31 December 1997): every patient in the catchment presenting for the first time with psychotic symptoms aged 18-45 was identified as a candidate and diagnosed with SCID-1 within the first week. There is no sampling step; the loss is at consent, judged under item 9.","Methods, 2.1, p. 375",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi3_sample_size,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,yes,"161 with complete register records at year 13. Adequate for a whole-cohort proportion, though the subgroup contrasts in Table 1 rest on cells as small as 35.","Results 3.5 and Table 1, p. 378",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi4_subjects_setting_described,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"The programme, catchment, clinics, medication policy, inclusion procedure, sex, mean age at inclusion, full DSM-IV diagnostic breakdown, education, GAF and BPRS trajectories are all described.","Methods 2.1-2.3, pp. 375-376; Results 3.1-3.4, pp. 376-377",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi5_coverage_of_sample,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,yes,"Of the 175 enrolled, register data were extracted for 172; 3 could not be retrieved and 1 was incomplete, and 10 had died, leaving 161 of the 165 alive at year 13 with complete records, a coverage of 98% of the alive cohort. The report states the fate of every case.","Methods, 2.3 Late outcome analyses, p. 376; Figure 1, p. 375",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi6_condition_identification,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"SCID-1 (Axis 1) interview according to DSM-IV performed within the first week, usually by a responsible psychiatrist, with retrospective rediagnosis of the first episode at the month-12 assessment and diagnostic stability over three years previously demonstrated.","Methods, 2.1, p. 375; Results 3.2, p. 376",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi7_condition_measurement,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,yes,"The year-13 employment measure comes from the LISA national income register and is applied identically and objectively to every one of the 161, so it is standard and reliable. Its content is a separate matter, recorded in the extraction: it is an annual income threshold of 100,000 SEK, so it is not any paid employment, and the report itself warns that 'the measures for employment and antipsychotic medication year 13 after inclusion were different from the measures in the first 5 years'.","Methods, 2.3, p. 376; Discussion, p. 379",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi8_statistical_analysis,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,yes,"Proportions are reported as explicit numerator-over-denominator counts throughout Table 1, and the predictor analysis uses logistic regression with odds ratios and Wald p-values, with cases missing a variable excluded from that analysis only. No confidence interval is given for the employment proportion itself.","Methods, 2.4, p. 376; Table 1, p. 378",claude-opus-5,,
stralin2019_cohort_t156m_paidthresh__jbi9_response_rate,stralin2019_cohort_t156m_paidthresh,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,no,"253 patients were judged to fulfil FEP criteria but only 175 accepted enrolment, a consent rate of 69%, and the non-consenters differed systematically: the report states that 'the median age was higher in the drop-out group and that fewer had a schizophrenia related diagnosis', which it reads as 'favouring a somewhat better prognosis in the drop-out group'. Cases with severe drug or alcohol abuse were also excluded by design. The shortfall is acknowledged but not managed analytically.","Methods, 2.1, p. 375; Discussion, p. 379",claude-opus-5,,towards_null_lower_employment
stralin2019_cohort_t156m_anyincome__jbi1_sample_frame,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"Seventeen clinics covering a catchment of about 1.5 million inhabitants, roughly one-sixth of Sweden's population, with the report noting that 'as no private care for early psychosis patients was available in Sweden, the patient cohort was believed to be rather complete regarding treated incidence of FEP'. The observed incidence of 24.5 per 100,000 person-years supports that.","Methods, 2.1, p. 375",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi2_participant_sampling,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,yes,"Consecutive total enumeration over a fixed 24-month accrual window (1 January 1996 to 31 December 1997): every patient in the catchment presenting for the first time with psychotic symptoms aged 18-45 was identified as a candidate and diagnosed with SCID-1 within the first week. There is no sampling step; the loss is at consent, judged under item 9.","Methods, 2.1, p. 375",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi3_sample_size,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,yes,"161 with complete register records at year 13. Adequate for a whole-cohort proportion, though the subgroup contrasts in Table 1 rest on cells as small as 35.","Results 3.5 and Table 1, p. 378",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi4_subjects_setting_described,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"The programme, catchment, clinics, medication policy, inclusion procedure, sex, mean age at inclusion, full DSM-IV diagnostic breakdown, education, GAF and BPRS trajectories are all described.","Methods 2.1-2.3, pp. 375-376; Results 3.1-3.4, pp. 376-377",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi5_coverage_of_sample,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,yes,"Of the 175 enrolled, register data were extracted for 172; 3 could not be retrieved and 1 was incomplete, and 10 had died, leaving 161 of the 165 alive at year 13 with complete records, a coverage of 98% of the alive cohort. The report states the fate of every case.","Methods, 2.3 Late outcome analyses, p. 376; Figure 1, p. 375",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi6_condition_identification,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"SCID-1 (Axis 1) interview according to DSM-IV performed within the first week, usually by a responsible psychiatrist, with retrospective rediagnosis of the first episode at the month-12 assessment and diagnostic stability over three years previously demonstrated.","Methods, 2.1, p. 375; Results 3.2, p. 376",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi7_condition_measurement,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,yes,"The year-13 employment measure comes from the LISA national income register and is applied identically and objectively to every one of the 161, so it is standard and reliable. Its content is a separate matter, recorded in the extraction: it is an annual income threshold of 100,000 SEK, so it is not any paid employment, and the report itself warns that 'the measures for employment and antipsychotic medication year 13 after inclusion were different from the measures in the first 5 years'.","Methods, 2.3, p. 376; Discussion, p. 379",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi8_statistical_analysis,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,yes,"Proportions are reported as explicit numerator-over-denominator counts throughout Table 1, and the predictor analysis uses logistic regression with odds ratios and Wald p-values, with cases missing a variable excluded from that analysis only. No confidence interval is given for the employment proportion itself.","Methods, 2.4, p. 376; Table 1, p. 378",claude-opus-5,,
stralin2019_cohort_t156m_anyincome__jbi9_response_rate,stralin2019_cohort_t156m_anyincome,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,no,"253 patients were judged to fulfil FEP criteria but only 175 accepted enrolment, a consent rate of 69%, and the non-consenters differed systematically: the report states that 'the median age was higher in the drop-out group and that fewer had a schizophrenia related diagnosis', which it reads as 'favouring a somewhat better prognosis in the drop-out group'. Cases with severe drug or alcohol abuse were also excluded by design. The shortfall is acknowledged but not managed analytically.","Methods, 2.1, p. 375; Discussion, p. 379",claude-opus-5,,towards_null_lower_employment
stouten2019_dutch_t12m_vocact__jbi1_sample_frame,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"All patients referred over a three-year period to the department for non-affective early psychosis at the Parnassia Centre for Early Psychosis in The Hague and diagnosed with a psychotic disorder; an appropriate frame for a treated first-episode population, described elsewhere as 'including all consecutive patients with a first-episode psychosis'.","Methods, 2.2 Subjects, p. 647; Discussion, p. 653",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi2_participant_sampling,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,unclear,"Referrals were consecutive, but the sample is DEFINED by completing both the baseline and the 12-month assessments, and the number referred and diagnosed over the period is never reported, so the sampling fraction cannot be judged. The three reported groups are additionally a post-hoc split of the single recruited sample by migration background.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi3_sample_size,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,unclear,"46, 56 and 60 per group. Adequate for the subscale means the paper reports, but no prevalence is estimated at all, so a sample-size judgement for a prevalence cannot properly be made.","Methods, 2.2, p. 647; Table 4, p. 651",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi4_subjects_setting_described,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"Age, sex, annual income, years of education, duration of untreated psychosis, ethnic density, country of birth and the full DSM diagnostic breakdown are given, by migration group.","Methods, 2.2, p. 647; Table 1, p. 649",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi5_coverage_of_sample,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,no,"The analysed sample is restricted by an explicit exclusion criterion to those who completed both assessments, and the number so excluded is never reported. Coverage of the identified sample therefore cannot be established from the report at all.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi6_condition_identification,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"First episode of a psychotic disorder by a diagnostic protocol described in full in two earlier reports, with the diagnostic composition printed: 81 schizophrenia spectrum, 9 schizoaffective, 9 brief psychotic, 5 delusional, 2 shared psychotic and 56 psychotic disorder NOS.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi7_condition_measurement,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,no,"Employment is not measured. The only work-related measure is the PSP subscale 'Social useful activities including study and work', a rating of the SEVERITY OF PROBLEMS on a 0-4 range where higher scores mean more problems. It yields no employment status for any participant, and it conflates paid work with study and with other socially useful activity, so it cannot be converted into a paid-employment measure even in principle.","Methods, 2.3.4 Psychosocial functioning, p. 648; Table 4, p. 651",claude-opus-5,,not_estimable_no_prevalence
stouten2019_dutch_t12m_vocact__jbi8_statistical_analysis,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,unclear,"ANCOVA on subscale means controlling for age, income, years of education and ethnic density is appropriate to the paper's own comparative question, but it produces no proportion, no count and no interval bearing on employment, so there is nothing for a prevalence appraisal to assess.","Methods, 2.4 Data analysis, p. 648; Table 4, p. 651",claude-opus-5,,
stouten2019_dutch_t12m_vocact__jbi9_response_rate,stouten2019_dutch_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"No response or retention rate is reported, and none can be computed: the denominator of those approached is not given, and the sample is constituted of completers by definition.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi1_sample_frame,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"All patients referred over a three-year period to the department for non-affective early psychosis at the Parnassia Centre for Early Psychosis in The Hague and diagnosed with a psychotic disorder; an appropriate frame for a treated first-episode population, described elsewhere as 'including all consecutive patients with a first-episode psychosis'.","Methods, 2.2 Subjects, p. 647; Discussion, p. 653",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi2_participant_sampling,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,unclear,"Referrals were consecutive, but the sample is DEFINED by completing both the baseline and the 12-month assessments, and the number referred and diagnosed over the period is never reported, so the sampling fraction cannot be judged. The three reported groups are additionally a post-hoc split of the single recruited sample by migration background.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi3_sample_size,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,unclear,"46, 56 and 60 per group. Adequate for the subscale means the paper reports, but no prevalence is estimated at all, so a sample-size judgement for a prevalence cannot properly be made.","Methods, 2.2, p. 647; Table 4, p. 651",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi4_subjects_setting_described,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"Age, sex, annual income, years of education, duration of untreated psychosis, ethnic density, country of birth and the full DSM diagnostic breakdown are given, by migration group.","Methods, 2.2, p. 647; Table 1, p. 649",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi5_coverage_of_sample,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,no,"The analysed sample is restricted by an explicit exclusion criterion to those who completed both assessments, and the number so excluded is never reported. Coverage of the identified sample therefore cannot be established from the report at all.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi6_condition_identification,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"First episode of a psychotic disorder by a diagnostic protocol described in full in two earlier reports, with the diagnostic composition printed: 81 schizophrenia spectrum, 9 schizoaffective, 9 brief psychotic, 5 delusional, 2 shared psychotic and 56 psychotic disorder NOS.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi7_condition_measurement,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,no,"Employment is not measured. The only work-related measure is the PSP subscale 'Social useful activities including study and work', a rating of the SEVERITY OF PROBLEMS on a 0-4 range where higher scores mean more problems. It yields no employment status for any participant, and it conflates paid work with study and with other socially useful activity, so it cannot be converted into a paid-employment measure even in principle.","Methods, 2.3.4 Psychosocial functioning, p. 648; Table 4, p. 651",claude-opus-5,,not_estimable_no_prevalence
stouten2019_gen2_t12m_vocact__jbi8_statistical_analysis,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,unclear,"ANCOVA on subscale means controlling for age, income, years of education and ethnic density is appropriate to the paper's own comparative question, but it produces no proportion, no count and no interval bearing on employment, so there is nothing for a prevalence appraisal to assess.","Methods, 2.4 Data analysis, p. 648; Table 4, p. 651",claude-opus-5,,
stouten2019_gen2_t12m_vocact__jbi9_response_rate,stouten2019_gen2_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"No response or retention rate is reported, and none can be computed: the denominator of those approached is not given, and the sample is constituted of completers by definition.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi1_sample_frame,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"All patients referred over a three-year period to the department for non-affective early psychosis at the Parnassia Centre for Early Psychosis in The Hague and diagnosed with a psychotic disorder; an appropriate frame for a treated first-episode population, described elsewhere as 'including all consecutive patients with a first-episode psychosis'.","Methods, 2.2 Subjects, p. 647; Discussion, p. 653",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi2_participant_sampling,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,unclear,"Referrals were consecutive, but the sample is DEFINED by completing both the baseline and the 12-month assessments, and the number referred and diagnosed over the period is never reported, so the sampling fraction cannot be judged. The three reported groups are additionally a post-hoc split of the single recruited sample by migration background.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi3_sample_size,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,unclear,"46, 56 and 60 per group. Adequate for the subscale means the paper reports, but no prevalence is estimated at all, so a sample-size judgement for a prevalence cannot properly be made.","Methods, 2.2, p. 647; Table 4, p. 651",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi4_subjects_setting_described,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"Age, sex, annual income, years of education, duration of untreated psychosis, ethnic density, country of birth and the full DSM diagnostic breakdown are given, by migration group.","Methods, 2.2, p. 647; Table 1, p. 649",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi5_coverage_of_sample,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,no,"The analysed sample is restricted by an explicit exclusion criterion to those who completed both assessments, and the number so excluded is never reported. Coverage of the identified sample therefore cannot be established from the report at all.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi6_condition_identification,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"First episode of a psychotic disorder by a diagnostic protocol described in full in two earlier reports, with the diagnostic composition printed: 81 schizophrenia spectrum, 9 schizoaffective, 9 brief psychotic, 5 delusional, 2 shared psychotic and 56 psychotic disorder NOS.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi7_condition_measurement,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,no,"Employment is not measured. The only work-related measure is the PSP subscale 'Social useful activities including study and work', a rating of the SEVERITY OF PROBLEMS on a 0-4 range where higher scores mean more problems. It yields no employment status for any participant, and it conflates paid work with study and with other socially useful activity, so it cannot be converted into a paid-employment measure even in principle.","Methods, 2.3.4 Psychosocial functioning, p. 648; Table 4, p. 651",claude-opus-5,,not_estimable_no_prevalence
stouten2019_gen1_t12m_vocact__jbi8_statistical_analysis,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,unclear,"ANCOVA on subscale means controlling for age, income, years of education and ethnic density is appropriate to the paper's own comparative question, but it produces no proportion, no count and no interval bearing on employment, so there is nothing for a prevalence appraisal to assess.","Methods, 2.4 Data analysis, p. 648; Table 4, p. 651",claude-opus-5,,
stouten2019_gen1_t12m_vocact__jbi9_response_rate,stouten2019_gen1_t12m_vocact,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"No response or retention rate is reported, and none can be computed: the denominator of those approached is not given, and the sample is constituted of completers by definition.","Methods, 2.2 Subjects, p. 647",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi1_sample_frame,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"The parent frame is a total catchment population: all persons with a psychosis diagnosis in Psychiatry South Stockholm's catchment area of 282,000 inhabitants, of whom the 447 with a FIRST psychosis diagnosis in 2000-2004 form this cohort. The report notes the population 'could be considered as a total population from the catchment area, as privately financed psychiatric services directed towards persons with a psychosis diagnosis are non-existent in Sweden'.","Method, pp. 920-921",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi2_participant_sampling,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,no,"The two groups whose salary proportions are reported were not sampled for a prevalence at all: they are defined by whether the person had psychiatric or social service contact during the LAST FIVE CONSECUTIVE YEARS of the ten-year follow-up, a post-baseline variable the paper itself treats as a recovery outcome and which is strongly associated with employment. Together they cover 212 of the 364 working-age follow-up group.","Method, p. 921; Table 1, p. 921",claude-opus-5,,away_from_null_in_the_recovery_group
